p_id,name,price,colour,brand,ratingCount,avg_rating,description,Washable,Dryable,Availabilitystatus
18161132,FOREVER 21 Black Basic Jumpsuit,18.7,Black,FOREVER 21,5,3,Black solid basic jumpsuit has a v-neck sleeveless pockets The model (height 5'8) is wearing a size S Material:100% Polyester Machine Wash,yes,yes,unavailable
16489434,DeFacto Women Charcoal Grey Solid Winter Trousers,22.9,Charcoal,DeFacto,6,3,Charcoal grey woven trousers Regular fit Mid-rise Length: regular Pattern: solid Flat-front Feature: plain Regular Fit The model (height 5'8) is wearing a size 28 100% Acrylic Machine-wash,yes,yes,available
1642952,Pepe Jeans Women Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,23.9,Navy Blue,Pepe Jeans,29,3,"Navy Blue dark wash 5-pocket mid-rise jeans clean look no fade has a button and zip closure and waistband with belt loops Slim Fit Stretchable The model (height 5'8"") is wearing a size 2875% cotton 24% polyester and 1% elastane Machine-wash",yes,no,unavailable
1189173,Pepe Jeans Navy Frisky Fit Jeans,27.1,Navy Blue,Pepe Jeans,7,3,"A pair of navy 5-pocket low-rise jeans in a patterned weave has a zip fly with a button closure and a waistband with belt loops Frisky fit: slim fit low-rise The model (height 5'8"" and waist 25.5"") is wearing a size 28 Cotton and Lycra blend Machine-wash cold",yes,yes,available
15096342,Anouk Turquoise Blue Woven Design Zari Silk Blend Ready to Wear Banarasi Saree,30.2,Turquoise Blue,Anouk,37,3,Design Details Turquoise blue banarasi saree Woven design embellished saree with woven design border Has zari detail The saree comes with an unstitched blouse piece,no,yes,available
16892382,MANGO Women Black Solid Pure Cotton High-Rise Denim Shorts,31.1,Black,MANGO,6,3,Black solid high-rise denim shorts has 4 pockets button closure Regular Fit The model (height 5'8) is wearing a size 28100% Cotton Machine wash,yes,yes,unavailable
17808610,MANGO Black & Off White Polka Dots Print Sweetheart Neck Crop Top,35.3,Black,MANGO,5,3,Black and off white crop regular top Satin finish Polka dot print Sweetheart neck Long puff sleeves Woven Smocked back The model (height 5'8) is wearing a size SComposition: 100% polyester Lining: 100% polyester Machine-wash,yes,no,unavailable
16466356,DeFacto Women Blue Solid Denim Jacket,35.9,Blue,DeFacto,4,3,Blue solid denim jacket has a spread collar 2 pockets has a button closure long sleeves straight hemline 100% Cotton Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
14880226,Anouk Brown & Black Woven Design Pure Georgette Bhagalpuri Saree,15.6,Brown,Anouk,17,3.0588,Design Details Brown and black bhagalpuri saree Woven design saree with woven design border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Pure Georgette Blouse fabric: Silk Blend Dry clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),no,no,unavailable
16827438,Anouk Maroon & Golden Ethnic Woven Design Silk Blend Saree,37.5,Maroon,Anouk,16,3.0625,Design Details Maroon and golden saree Ethnic motifs woven design saree with woven design border Disclaimer:The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Silk Blend Dry Clean Length: 5.5 metres plus 80 centimetres blouse piece Width: 1.06 metres (approx.),no,yes,available
15274264,MANGO Women Off White Solid Parallel Trousers,24.9,Off White,MANGO,26,3.1154,Off white woven parallel Regular fit Mid-rise Length: regular Pattern: solid Flat-front with no pleats design Feature: plain Fit: Regular Fit The model (height 5'8) is wearing a size 2855% Nylon  45% Viscose Rayon Machine wash,yes,no,unavailable
15444504,Anouk Red & Navy Blue Printed Poly Georgette Bhagalpuri Saree,13.5,Red,Anouk,8,3.125,Design Details Red and navy blue bhagalpuri saree Abstract printed saree with woven design border The saree comes with an unstitched blouse piece,no,no,available
15096536,Anouk Yellow Embellished Embroidered Net Ready to Wear Saree,33.3,Yellow,Anouk,8,3.125,Design Details Yellow saree Embellished embroidered saree with embroidered border Has embroidered detail The saree comes with an unstitched blouse piece,no,yes,unavailable
15179530,ONLY Green & White Geometric Printed Boxy Top,26,Green,ONLY,21,3.1429,Green and white regular boxy top Geometric print V-neck short puff sleeve sleeves Lace inserts detail Woven cotton Cotton blend Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
17808618,MANGO Off White  Satin Finish Extended Sleeves Top,35.3,Off White,MANGO,6,3.1667,Off white regular top Solid Satin finish Gathered High neck Short extended sleeves Woven Button closure on the back The model (height 5'8) is wearing a size S 100% viscose Machine-wash,yes,no,unavailable
16045368,Anouk Peach-Coloured & Gold-Toned Woven Design Zari Poly Silk Chanderi Saree,62.5,Peach,Anouk,4,3.25,Design Details Peach-coloured and gold-toned chanderi saree Woven design saree with woven design border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree Fabric: Poly Silk (Brand: Chanderi)Blouse Fabric: Poly Silk Dry Clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),no,yes,available
15096662,Anouk Red Embellished Net Saree,39.6,Red,Anouk,38,3.2632,Design Details Red saree Embellished saree with embroidered border Has beads and stones detail The saree comes with an unstitched blouse piece,no,yes,unavailable
16124612,MANGO Black Self Design Regular Top,24.9,Black,MANGO,21,3.2857,Black regular top Self design Shoulder straps Gathered or pleated detail Knitted and woven satin Composition: 100% viscose Machine Wash The model (height 5'8) is wearing a size S,yes,no,unavailable
14779232,MANGO Women Mustard Yellow & White Pure Cotton Ethnic Printed Trousers,37.4,Mustard,MANGO,16,3.3125,Mustard yellow and white knitted trousers Regular fit Mid-rise Length: regular Pattern: ethnic motifs printed Flat-front with no pleats design Feature: plain Fit: Regular Fit The model (height 5'8) is wearing a size 28 Composition: 100% cotton Machine wash,yes,yes,available
15962092,MANGO Women Olive Green Solid Tailored Jacket,114.5,Olive,MANGO,6,3.3333,Olive green solid tailored jacket has a spread collar 2 pockets has a zip closure long sleeves straight hemline without lining 70% cotton 30% polyester Lining: 65% polyester 34% viscose 1% elastane Machine-wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
17759892,H&M White Halterneck Jumpsuit,20.8,White,H&M,11,3.3636,Sleeveless fitted halterneck jumpsuit in hole-patterned jersey with narrow ties that fasten at the back of the neck and gathers at the centre of the bust. Partly lined Shell: Polyester 100% Lining: Polyester 95% Elastane 5% Machine wash,yes,no,available
16794818,Levis Women Blue 501 Straight Fit High-Rise Clean Look Jeans,47.9,Blue,Levis,33,3.3636,Light shade no fade blue jeans 501 Straight fit high-rise Clean look Non stretchable 5 pocket Length: regular 100% Cotton Machine-wash Fit: 501 Straight Fit Non Stretchable The model (height 5'8) is wearing a size 28,yes,yes,available
14663972,Anouk Women Red Printed Pure Cotton Kurta with Trousers,16.7,Red,Anouk,448,3.3929,Red printed Kurta with Trousers Kurta design: Geometric printed Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: 100% cotton Bottom fabric: 100% cotton Machine wash,yes,no,unavailable
16484804,DeFacto Women Navy Blue & Brown Accordion Pleats Maxi Flared A-Line Skirt,29.2,Navy Blue,DeFacto,5,3.4,Navy blue brown and beige abstract print accordion pleats woven maxi A-Line skirt has an elasticated waistband with slip on closure flared hem 100% Polyester Machine-wash The model (height 5'8'') is wearing a size 36,yes,no,available
14884832,Anouk Women Blue Ethnic Motifs Embroidered Knitted Cropped Ethnic Palazzos,16.7,Blue,Anouk,17,3.4118,Blue knitted palazzos Ethnic motifs embroidered Opaque Straight fit Elasticated waistband Length: cropped Knitted polyester fabric Straight fit The model (height 5'8) is wearing a size S 100% Polyester Hand wash Warm iron on reverse side Do not iron on waistband,no,no,available
17102450,Anouk Women Dark Green Chevron Printed Pure Cotton Kurta with Trousers,20.8,Green,Anouk,14,3.4286,"Dark Green printed Kurta with Trousers Kurta design: Chevron printed Straight shape Regular style V-neck three-quarter regular sleeves Calf length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure Size worn by the model: SChest: 35""Waist: 24""Hips: 36""Height: 5'8''Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash",yes,no,unavailable
15315536,MANGO Women Brown& White Striped Trousers,37.4,Brown,MANGO,7,3.4286,Brown woven trousers Regular fit Mid-rise Length: regular Pattern: striped Flat-front with no pleats design Feature: plain 2 pockets Fit: Regular Fit The model (height 5'8) is wearing a size 2882% Cotton  18% Nylon Machine wash,yes,yes,unavailable
15315224,MANGO Rust Orange Basic Jumpsuit,47.8,Rust,MANGO,16,3.4375,Rust orange solid basic jumpsuit has a square neck sleeveless pockets 72% Lyocell and 28% polyester Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
14122612,Anouk Red Foil Polka Dot Printed Bell Sleeves Knitted Regular Top,22.9,Red,Anouk,9,3.4444,Red regular top Polka dot print Round neck three-quarter bell sleeve sleeves Knitted The model (height 5'8) is wearing a size S 65% Polyester 35% viscose Machine wash,yes,no,unavailable
17270180,MANGO Women Off White Pleated Trousers,47.8,Off White,MANGO,18,3.4444,Off white woven trousers Regular fit Mid-rise Length: regular Pattern: solid Pleated design Feature: plain 2 pockets Fit: Regular Fit The model (height 5'8) is wearing a size 28 Composition: 35% recycled polyester 33% viscose 27% polyester 5% elastane Machine wash,yes,yes,available
17455852,Anouk Women Green & Yellow Floral Printed Pure Cotton Kurta with Trousers,17.7,Green,Anouk,65,3.4769,Green and yellow printed Kurta with Trousers Kurta design: Floral printed Straight shape Regular style Round neck three-quarter bell sleeves Calf length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: 100% cotton Bottom fabric: 100% cotton Machine wash,yes,no,available
18834992,H&M Women Multi-Color Floral Patterned Wrapover Skirt,23.9,Multi,H&M,2,3.5,Calf-length wrapover skirt in a patterned lyocell and cotton weave with a high waist that has ties at one side and a concealed button on the inside. Unlined.47% Cotton 53% Lyocell Machine Wash Calf-length wrapover skirt in a patterned lyocell and cotton weave with a high waist that has ties at one side and a concealed button on the inside. Unlined.,yes,no,available
1642962,Pepe Jeans Women Navy Regular Fit Mid-Rise Clean Look Stretchable Jeans,25,Navy Blue,Pepe Jeans,16,3.5,Navy blue dark wash 5-pocket mid-rise jeans clean look with no fade has a button and zip closure waistband with belt loops Regular fit Stretchable 67% cotton 32% polyester and 1% elastane Machine-wash cold,yes,yes,unavailable
18259242,MANGO Women Black & Green Floral Printed Trousers,41.6,Black,MANGO,6,3.5,Black woven trousers Regular fit Mid-rise Length: regular Pattern: floral printed Flat-front with no pleats design Feature: plain 100% Viscose Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,yes,available
17968512,MANGO Women Yellow Single-Breasted Solid Long Design Blazer,83.2,Yellow,MANGO,6,3.5,Yellow solid single-breasted blazer Oversize long design Lapel with notched collar Long sleeve with buttoned cuffs Shoulder pad Two pockets with flaps Welt pocket on the chest Inner lining Button fastening on the front Composition: 100% polyester Lining: 52% polyester 48% viscose Dry Clean Oversized Fit The model (height 5'8) is wearing a size S,no,yes,unavailable
15096666,Anouk Maroon & Golden Embellished Zari Tussar Saree,36.4,Maroon,Anouk,38,3.5263,Design Details Maroon and golden tussar saree Embellished saree with woven design border Has zari detail The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Silk Blend Blouse fabric: Silk Blend Dry clean Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.),no,no,unavailable
16708114,MANGO Women Blue Pure Cotton Straight Fit High-Rise Light Fade Jeans,37.4,Blue,MANGO,38,3.5263,Light shade light fade blue jeans Straight fit high-rise Clean look Non stretchable 5 pocket Length: regular 100% cotton Machine-wash Fit: Straight Fit Non Stretchable The model (height 5'8) is wearing a size 28,yes,yes,unavailable
15096546,Anouk Maroon & Golden Checked Ruffle Organza Chanderi Saree,55.2,Maroon,Anouk,15,3.5333,Design Details Maroon and golden chanderi saree Checked saree with checked ruffle border Has gotta patti detail The saree comes with an unstitched blouse piece Disclaimer: The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 80 centimetre blouse piece Width: 1.06 metres (approx.)Saree fabric: Organza Blouse fabric: Organza Dry clean,no,yes,available
17842774,H&M Beige Wide Linen-Blend Trousers,23.9,Beige,H&M,24,3.5417,Tailored loose-fitting trousers in woven fabric containing some linen. Low waist with pleats at the front a concealed hook-and-eye fastener and zip fly. Diagonal side pockets welt back pockets and wide straight legs with creases down the front and back.60% Viscose 31% Linen 9% Polyamide Tailored loose-fitting trousers in woven fabric containing some linen. Low waist with pleats at the front a concealed hook-and-eye fastener and zip fly. Diagonal side pockets welt back pockets and wide straight legs with creases down the front and back.,no,no,available
14658916,Pepe Jeans Women Blue Washed Mid-Rise Regular Shorts,17.7,Blue,Pepe Jeans,11,3.5455,Blue solid washed mid-rise regular shorts has 4 pockets button closure Regular Fit The model (height 5'8) is wearing a size 28100% cotton Machine wash,yes,yes,unavailable
15396856,MANGO Women Beige High-Rise Culottes Trousers,37.4,Beige,MANGO,11,3.5455,Beige woven culottes Regular fit High-rise Length: regular Pattern: solid Flat-front with no pleats design Feature: plain 74% Viscose 13% Polyester 13% Linen Lining: 88% Polyester 12% Elastane Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,yes,unavailable
17455814,Anouk Women Mustard Yellow Ethnic Motifs Printed Pure Cotton Kurta with Trousers,17.7,Mustard,Anouk,38,3.5526,Mustard yellow printed Kurta with Trousers Kurta design: Ethnic motifs printed Straight shape Regular style Round neck three-quarter bell sleeves Calf length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash,yes,yes,unavailable
16159122,Anouk Maroon Floral Pure Georgette Bhagalpuri Saree,31.2,Maroon,Anouk,56,3.5536,Design Details Maroon bhagalpuri saree Floral printed saree with woven design border The saree comes with an unstitched blouse piece,no,yes,unavailable
13905630,Anouk Women Black & Coffee Brown Straight Pure Cotton Kurta with Palazzos,16.7,Black,Anouk,592,3.5676,Black solid Kurta with Palazzos Kurta design: Solid Straight design Regular style Round neck Three-quarter sleeves Calf length Straight hem Machine weave regular Palazzos design: Printed Partially elasticated waistband Slip-on closure Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash The model (height 58) is wearing a size S,yes,no,available
18305456,H&M Women Olive Green Calf-length Skirt,23.9,Olive,H&M,7,3.5714,Relaxed-fit calf-length skirt in woven fabric with a high waist with covered elastication and a drawstring. Lined.67% Polyester 33% Polyamide Machine wash,yes,yes,unavailable
17608078,MANGO Women White Solid Trousers,47.8,White,MANGO,7,3.5714,White knitted parallel Regular fit Mid-rise Length: regular Pattern: solid Flat-front with no pleats design Feature: plain 100% Polyester Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,no,unavailable
14884736,Anouk Women Multicoloured Floral Printed Sequinned Kurta with Palazzos,23.9,Multi,Anouk,24,3.5833,Multicoloured printed Kurta with Palazzos Kurta design: Floral printed Straight shape Regular style Round neck three-quarter regular sleeves Sequinned detail Calf length with straight hem Polyester machine weave fabric Palazzos design: Solid Palazzos Partially elasticated waistband Slip-on closure Top fabric: Polyester Bottom fabric: Polyester Machine wash The model (height 5'8) is wearing a size S,yes,yes,unavailable
14340718,MANGO Women Peach-Coloured Solid Regular Shorts,24.9,Peach,MANGO,12,3.5833,Peach-coloured solid mid-rise regular shorts has 2 pockets slip-on closure 63% Viscose rayon 36% Polyester and 1% Elastane Machine wash Regular Fit The model (height 5'8) is wearing a size 28,yes,no,unavailable
14994700,Anouk Purple & Pink Bandhani Print Saree,35.4,Purple,Anouk,12,3.5833,Design Details Purple and pink bandhani saree Bandhani printed saree with zari border The saree comes with an unstitched blouse piece The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 0.8 metre blouse piece Width: 1.06 metres (approx.)Saree fabric: Art Silk Blouse fabric: Art Silk Hand wash,no,yes,unavailable
17094694,Anouk Women Pink & Orange Bandhani Printed Pure Cotton Kurta with Trousers & Dupatta,36.4,Pink,Anouk,41,3.5854,Pink printed Kurta with Trousers with dupatta Kurta design: Bandhani printed Straight shape Regular style Round neck three-quarter regular sleeves Button closure Calf length with straight hem Pure cotton machine weave fabric Trousers design: Printed Trousers Partially elasticated waistband Slip-on closure Dupatta design:Solid with taping border The model (height 5'8) is wearing a size STop fabric: Pure Cotton Bottom fabric: Pure Cotton Dupatta fabric: Pure Cotton Machine wash,yes,yes,available
14854744,Anouk Women Yellow Ethnic Motifs Printed Keyhole Neck Kurta,10.4,Yellow,Anouk,316,3.5886,Colour: yellow Ethnic motifs printed Keyhole neck Three-quarter regular sleeves Straight shape with regular style Calf length with straight hem Machine weave regular cotton Cotton Machine wash The model (height 5'8) is wearing a size S,yes,no,unavailable
11842368,MANGO Women Off-White Solid One-Shoulder Cropped Basic Jumpsuit,58.2,Off White,MANGO,32,3.5938,Off-white solid cropped basic jumpsuit has a one-shoulder neck short sleeve with ruffle detail concealed zip closure Material: Polyester Machine Wash The model (height 5'8'') is wearing a size S,yes,no,unavailable
14224616,Anouk Women Pink & Gold-Toned Ethnic Motifs Printed Gotta Patti Kurta,32.3,Pink,Anouk,72,3.5972,Colour: pink and gold-toned Ethnic motifs printed V-neck Three-quarter regular sleeves A-line shape with regular style Gotta patti detail Calf length with flared hem Knitted regular cotton 60'S COTTONMachine wash The model (height 5'8) is wearing a size S,yes,no,available
14444766,Anouk Mustard Orange & Red Ethnic Motifs Print Bhagalpuri Saree,20.8,Mustard,Anouk,25,3.6,Design Details Mustard orange and red bhagalpuri saree Woven ethnic motifs print saree with woven design border Disclaimer: The saree comes with an unstitched blouse piece. The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Length: 5.5 metres plus 80 centimetre blouse piece Width: 1.06 metres (approx.)Saree fabric: Poly Georgette Blouse fabric: Silk Blend Dry clean,no,no,unavailable
16168314,H&M Women White Ribbed Polo-Neck Jumper,23.9,White,H&M,15,3.6,Polo-neck jumper in a soft rib knit containing some wool. Relaxed fit with long raglan sleeves.64% Polyester 30% Acrylic 6% Woolmachine wash,yes,no,available
17969772,MANGO Green & Brown Conversational Print Top,24.9,Green,MANGO,5,3.6,Green and brown regular top Conversational print High neck long regular sleeves Knitted 100% Polyester Machine wash The model (height 5'8) is wearing a size S,yes,yes,available
16348152,AMERICAN EAGLE OUTFITTERS Women Blue Slim Fit Light Fade Jeans,41.7,Blue,AMERICAN EAGLE OUTFITTERS,5,3.6,Light shade light fade blue jeans Slim fit mid-rise Clean look Non stretchable 5 pocket Length: regular 93% Cotton 5% Recycled Cotton and 2% Elastane Machine wash Fit: Slim Fit Non Stretchable The model (height 5'8) is wearing a size 28,yes,yes,unavailable
13905624,Anouk Women Green Floral Printed Pure Cotton Kurta with Trousers,20.8,Green,Anouk,894,3.6107,Green printed Kurta with Trousers Kurta design: Floral printed Straight shape Regular style Boat neck three-quarter regular sleeves Calf length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash Dupatta length: 2 metres (approx.) The model (height 5'8) is wearing a size S,yes,no,unavailable
12171386,Globus Women Black & Pink Striped Basic Jumpsuit,13.5,Black,Globus,13,3.6154,Black striped basic jumpsuit has a mandarin collar short sleeves The model (height 5'8'') is wearing a size SMaterial: Viscose Rayon Machine Wash,yes,no,unavailable
13913404,Anouk Women Black Regular Trousers,10.4,Black,Anouk,382,3.623,Black woven regular trousers Regular fit Mid-rise Length: cropped Pattern: solid Flat-front design Feature: plain 2 pockets 100% polyester Machine wash Fit: Regular Fit The model (height 5'8) is wearing a size 28,yes,yes,available
16838988,Globus Women Black Self Design Crop Shrug,20.8,Black,Globus,8,3.625,Black self design open front crop shrug has three-quarter sleeves straight hem The model (height 5'8) is wearing a size SCotton Machine Wash,yes,no,available
18259234,MANGO Women Purple Textured Knitted Midi Pencil Skirt,29.1,Purple,MANGO,8,3.625,Purple textured knitted pencil midi skirt has an elasticated waistband and a slip-on closure straight hem The model (height 5'8'') is wearing a size 28 Composition: 64% cotton 34% polyamide 2% elastane Machine Wash,yes,yes,unavailable
16190778,Anouk Women Orange & Purple Ethnic Motifs Printed Empire Kurta with Trousers,32.3,Orange,Anouk,16,3.625,Orange printed kurta with trousers Kurta design: Ethnic motifs printed Anarkali shape Empire style Round neck short regular sleeves Knee length with straight hem Viscose rayon machine weave fabric Trousers design: Purple solid trousers Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Viscose Rayon Bottom fabric: Viscose Rayon Hand wash,yes,yes,available
17914728,ONLY Women Blue Straight Fit High-Rise Low Distress Light Fade Jeans,36.4,Blue,ONLY,14,3.6429,Medium shade light fade blue jeans Straight fit high-rise Low distress Non stretchable 5 pocket Length: cropped Cotton Machine washwash light colours separate Fit: Straight Fit Non Stretchable The model (height 5'8) is wearing a size 28,yes,yes,unavailable
14884580,Anouk Women Orange & White Ethnic Motifs Yoke Design Regular Kurta with Palazzos,27.1,Orange,Anouk,34,3.6471,Orange yoke design Kurta with Palazzos Kurta design: Ethnic motifs yoke design Straight shape Regular style Round neck three-quarter regular sleeves Calf length with straight hem Viscose rayon machine weave fabric Palazzos design: Printed Palazzos Partially elasticated waistband Slip-on closure The model (height 5'8) is wearing a size STop fabric: Polyester Bottom fabric: Polyester Machine wash,yes,yes,unavailable
14122722,Anouk Red & Pink Embellished Ready to Wear Lehenga & Choli,37.5,Red,Anouk,60,3.65,"Red and pink embellished lehenga choli Pink and orange striped ready to wear a-line blouse with gathered details has a round neck three-quarter sleeves zip closure Red &amp, golden embellished ready to wear lehenga has zip closure flared hem The model (height 5'8) is wearing a size SBlouse fabric: Viscose Rayon Lehenga fabric: Polyester Lehenga lining fabric: Poly Crepe",no,yes,available
17424006,Anouk Women Grey Printed Pure Cotton Kurta with Trousers,17.7,Grey,Anouk,78,3.6538,"Grey printed Kurta with Trousers Kurta design: Geometric printed Straight shape Regular style Round neck three-quarter regular sleeves Knee length with straight hem Pure cotton machine weave fabric Trousers design: Solid Trousers Partially elasticated waistband Slip-on closure Top fabric: Pure Cotton Bottom fabric: Pure Cotton Machine wash Size worn by the model: SChest: 32""Waist: 28""Hips: 34""Height: 5'6""",yes,yes,unavailable
14884574,Anouk Women Purple Printed Regular Pure Cotton Kurta with Palazzos,23.9,Purple,Anouk,251,3.6653,Purple printed Kurta with Palazzos Kurta design: Geometric printed Straight shape Regular style Keyhole neck three-quarter regular sleeves Knee length with straight hem Pure cotton machine weave fabric Palazzos design: Solid Palazzos Partially elasticated waistband Slip-on closure 100% polyester Machine wash The model (height 5'8) is wearing a size S,yes,no,unavailable
18721662,FOREVER 21 Women Black Solid Top with Lace Inserts,13.5,Black,FOREVER 21,3,3.6667,Black regular top Solid Round neck short regular sleeves Lace inserts detail Woven The model (height 5'8) is wearing a size S 60% nylon 40% polyester Machine wash,yes,no,unavailable
14444754,Anouk Blue & Red Ethnic Motifs Pure Georgette Bhagalpuri Saree,15.6,Blue,Anouk,6,3.6667,Design Details Blue and red bhagalpuri saree Ethnic motifs printed saree with woven design border Disclaimer: The saree comes with an unstitched blouse piece. The blouse worn by the model might be for modelling purpose only. Check the image of the blouse piece to understand how the actual blouse piece looks like.Saree fabric: Pure Georgette Blouse fabric: Silk Blend Dry clean Length: 5.5 metres plus 0.8 metre (80 cm) blouse piece Width: 1.06 metres (approx.),no,yes,available
17842652,H&M Women Black Fluffy cardigan,15.6,Black,H&M,6,3.6667,"Cropped short-sleeved cardigan in a fluffy knit with a V-neck and toggle clasp at the front.The model (height 5'8"") is wearing a size S 48% Acrylic 52% Polyamide Dry Clean",no,yes,unavailable
